,State_Name,District_Name,Crop,Population,Ratio,Per,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016
5265,Jammu and Kashmir ,KATHUA,Moong(Green Gram),544206,0.00025,8.72,100.4604276,100.6611776,112.32,124.408,124.19,124.32516,136.0515,148.8613108,147.9151908,159.0279,159.78
5266,Jammu and Kashmir ,KATHUA,Moth,544206,0.00025,8.72,100.4604276,100.6611776,112.32,124.408,124.19,124.32516,136.0515,148.8613108,147.9151908,159.0279,159.78
5267,Jammu and Kashmir ,KATHUA,Other Kharif pulses,544206,0.00025,8.72,100.4604276,100.6611776,112.32,124.408,124.19,124.32516,136.0515,148.8613108,147.9151908,159.0279,159.78
5268,Jammu and Kashmir ,KATHUA,Other  Rabi pulses,544206,0.00025,8.72,100.4604276,100.6611776,112.32,124.408,124.19,124.32516,136.0515,148.8613108,147.9151908,159.0279,159.78
5269,Jammu and Kashmir ,KATHUA,Other Fresh Fruits,544206,0.00025,8.72,100.4604276,100.5608026,112.32,124.408,124.19,124.32516,136.0515,148.8613108,147.9151908,159.0279,159.78
5270,Jammu and Kashmir ,KATHUA,Other Vegetables,544206,0.00025,8.72,100.4604276,100.6611776,112.32,124.408,124.19,124.32516,136.0515,148.8613108,147.9151908,159.0279,159.78
5271,Jammu and Kashmir ,KATHUA,Small millets,544206,0.0005,8.72,200.9208552,201.1216052,224.65,248.816,248.38,248.65032,272.103,297.7226216,295.8303816,318.0558,319.56
5272,Jammu and Kashmir ,KATHUA,other oilseeds,544206,0.00025,8.72,100.4604276,100.6611776,112.32,124.408,124.19,124.32516,136.0515,148.8613108,147.9151908,159.0279,159.78
5273,Jammu and Kashmir ,KATHUA,Groundnut,544206,0.00075,8.72,301.3812828,301.8831578,336.97,373.214,372.56,372.96548,408.1545,446.5839324,443.7455724,477.0837,479.34
5274,Jammu and Kashmir ,KATHUA,Other Cereals & Millets,544206,0.00025,8.72,100.4604276,100.5608026,112.32,124.408,124.19,124.32516,136.0515,148.8613108,147.9151908,159.0279,159.78
5275,Jammu and Kashmir ,KUPWARA,Maize,640013,0.00025,8.72,118.1463998,118.3471498,132.1,146.268,146.05,146.18516,160.00325,174.9016534,173.9555334,187.1579,187.91
5276,Jammu and Kashmir ,KUPWARA,Rice,640013,0.00125,8.72,590.731999,591.735749,660.49,731.34,730.25,730.9258,800.01625,874.508267,869.777667,935.7795,939.54
5277,Jammu and Kashmir ,KUPWARA,Rapeseed &Mustard,640013,0.00025,8.72,118.1463998,118.5478998,132.1,146.268,146.05,146.18516,160.00325,174.9016534,173.9555334,187.1579,187.91
5278,Jammu and Kashmir ,KUPWARA,Wheat,640013,0.00075,8.72,354.4391994,355.0414494,396.3,438.804,438.15,438.55548,480.00975,524.7049602,521.8666002,561.4637,563.72
5279,Jammu and Kashmir ,KUPWARA,Potato,640013,0.001,8.72,472.5855992,473.1878492,528.39,585.072,584.2,584.74064,640.013,699.6066136,695.8221336,748.6216,751.63
5280,Jammu and Kashmir ,KUPWARA,Other Kharif pulses,640013,0.00025,8.72,118.1463998,118.3471498,132.1,146.268,146.05,146.18516,160.00325,174.9016534,173.9555334,187.1579,187.91
5281,Jammu and Kashmir ,KUPWARA,Other Fresh Fruits,640013,0.00025,8.72,118.1463998,118.2467748,132.1,146.268,146.05,146.18516,160.00325,174.9016534,173.9555334,187.1579,187.91
5282,Jammu and Kashmir ,KUPWARA,Other Vegetables,640013,0.00025,8.72,118.1463998,118.5478998,132.1,146.268,146.05,146.18516,160.00325,174.9016534,173.9555334,187.1579,187.91
5283,Jammu and Kashmir ,KUPWARA,Small millets,640013,0.0005,8.72,236.2927996,236.8950496,264.2,292.536,292.1,292.37032,320.0065,349.8033068,347.9110668,374.3158,375.82
5284,Jammu and Kashmir ,PULWAMA,Maize,632295,0.00025,8.72,116.721657,116.922407,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5285,Jammu and Kashmir ,PULWAMA,Rice,632295,0.00125,8.72,583.608285,583.809035,652.53,722.54,721.45,722.1258,790.36875,864.019505,859.288905,924.4495,928.21
5286,Jammu and Kashmir ,PULWAMA,Wheat,632295,0.00075,8.72,350.164971,350.365721,391.52,433.524,432.87,433.27548,474.22125,518.411703,515.573343,554.6737,556.93
5287,Jammu and Kashmir ,PULWAMA,Linseed,632295,0.00025,8.72,116.721657,117.926157,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5288,Jammu and Kashmir ,PULWAMA,Rapeseed &Mustard,632295,0.00025,8.72,116.721657,116.922407,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5289,Jammu and Kashmir ,PULWAMA,Dry chillies,632295,0.00025,8.72,116.721657,116.922407,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5290,Jammu and Kashmir ,PULWAMA,Onion,632295,0.001,8.72,466.886628,467.689628,522.02,578.032,577.16,577.70064,632.295,691.215604,687.431124,739.5616,742.57
5291,Jammu and Kashmir ,PULWAMA,Moong(Green Gram),632295,0.00025,8.72,116.721657,116.922407,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5292,Jammu and Kashmir ,PULWAMA,Urad,632295,0.00025,8.72,116.721657,116.922407,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5293,Jammu and Kashmir ,PULWAMA,Masoor,632295,0.00025,8.72,116.721657,117.524657,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5294,Jammu and Kashmir ,PULWAMA,Peas & beans (Pulses),632295,0.001,8.72,466.886628,467.689628,522.02,578.032,577.16,577.70064,632.295,691.215604,687.431124,739.5616,742.57
5295,Jammu and Kashmir ,PULWAMA,Potato,632295,0.001,8.72,466.886628,466.987003,522.02,578.032,577.16,577.70064,632.295,691.215604,687.431124,739.5616,742.57
5296,Jammu and Kashmir ,PULWAMA,Other Kharif pulses,632295,0.00025,8.72,116.721657,117.022782,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5297,Jammu and Kashmir ,PULWAMA,Other Fresh Fruits,632295,0.00025,8.72,116.721657,116.922407,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5298,Jammu and Kashmir ,PULWAMA,Other Vegetables,632295,0.00025,8.72,116.721657,116.922407,130.51,144.508,144.29,144.42516,158.07375,172.803901,171.857781,184.8879,185.64
5299,Jammu and Kashmir ,RAJAURI,Maize,478595,0.00025,8.72,88.348637,88.549387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5300,Jammu and Kashmir ,RAJAURI,Rice,478595,0.00125,8.72,441.743185,442.24506,493.91,547.17,546.08,546.7558,598.24375,655.141205,650.410605,698.8195,702.58
5301,Jammu and Kashmir ,RAJAURI,Wheat,478595,0.00075,8.72,265.045911,265.246661,296.35,328.304,327.65,328.05548,358.94625,393.084723,390.246363,419.2937,421.55
5302,Jammu and Kashmir ,RAJAURI,Bajra,478595,0.000625,8.72,220.8715925,221.3734675,246.96,273.585,273.04,273.3779,299.121875,327.5706025,325.2053025,349.40975,351.29
5303,Jammu and Kashmir ,RAJAURI,Sesamum,478595,0.0015,8.72,530.091822,530.192197,592.69,656.598,655.29,656.10096,717.8925,786.169446,780.492726,838.5774,843.09
5304,Jammu and Kashmir ,RAJAURI,Barley,478595,0.0005,8.72,176.697274,176.898024,197.56,218.866,218.43,218.70032,239.2975,262.056482,260.164242,279.5258,281.03
5305,Jammu and Kashmir ,RAJAURI,Linseed,478595,0.00025,8.72,88.348637,88.549387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5306,Jammu and Kashmir ,RAJAURI,Rapeseed &Mustard,478595,0.00025,8.72,88.348637,89.352387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5307,Jammu and Kashmir ,RAJAURI,Sugarcane,478595,0.000125,8.72,44.1743185,44.5758185,49.39,54.719,54.61,54.67758,59.824375,65.5141205,65.0410605,69.88395,70.26
5308,Jammu and Kashmir ,RAJAURI,Dry chillies,478595,0.00025,8.72,88.348637,88.549387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5309,Jammu and Kashmir ,RAJAURI,Garlic,478595,0.000375,8.72,132.5229555,133.1252055,148.17,164.147,163.82,164.02274,179.473125,196.5423615,195.1231815,209.64185,210.77
5310,Jammu and Kashmir ,RAJAURI,Sannhamp,478595,0.000125,8.72,44.1743185,44.2746935,49.39,54.719,54.61,54.67758,59.824375,65.5141205,65.0410605,69.88395,70.26
5311,Jammu and Kashmir ,RAJAURI,Turmeric,478595,0.0001875,8.72,66.26147775,66.66297775,74.09,82.0735,81.91,82.01137,89.7365625,98.27118075,97.56159075,104.825925,105.39
5312,Jammu and Kashmir ,RAJAURI,Cotton(lint),478595,0.00025,8.72,88.348637,88.549387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5313,Jammu and Kashmir ,RAJAURI,Horse-gram,478595,0.00025,8.72,88.348637,88.549387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5314,Jammu and Kashmir ,RAJAURI,Jowar,478595,0.000125,8.72,44.1743185,44.3750685,49.39,54.719,54.61,54.67758,59.824375,65.5141205,65.0410605,69.88395,70.26
5315,Jammu and Kashmir ,RAJAURI,Urad,478595,0.00025,8.72,88.348637,89.553137,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5316,Jammu and Kashmir ,RAJAURI,Gram,478595,0.00075,8.72,265.045911,265.246661,296.35,328.304,327.65,328.05548,358.94625,393.084723,390.246363,419.2937,421.55
5317,Jammu and Kashmir ,RAJAURI,Peas & beans (Pulses),478595,0.001,8.72,353.394548,353.996798,395.13,437.732,436.86,437.40064,478.595,524.112964,520.328484,559.0516,562.06
5318,Jammu and Kashmir ,RAJAURI,Other Kharif pulses,478595,0.00025,8.72,88.348637,88.549387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5319,Jammu and Kashmir ,RAJAURI,Other  Rabi pulses,478595,0.00025,8.72,88.348637,89.151637,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5320,Jammu and Kashmir ,RAJAURI,Other Vegetables,478595,0.00025,8.72,88.348637,88.549387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5321,Jammu and Kashmir ,RAJAURI,Potato,478595,0.001,8.72,353.394548,353.595298,395.13,437.732,436.86,437.40064,478.595,524.112964,520.328484,559.0516,562.06
5322,Jammu and Kashmir ,RAJAURI,Tobacco,478595,0.00015,8.72,53.0091822,53.8121822,59.27,65.6608,65.53,65.611096,71.78925,78.6169446,78.0492726,83.85874,84.31
5323,Jammu and Kashmir ,RAJAURI,Moong(Green Gram),478595,0.00025,8.72,88.348637,89.151637,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5324,Jammu and Kashmir ,RAJAURI,Dry ginger,478595,0.00025,8.72,88.348637,89.352387,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5325,Jammu and Kashmir ,RAJAURI,other oilseeds,478595,0.00025,8.72,88.348637,89.553137,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5326,Jammu and Kashmir ,RAJAURI,Coriander,478595,0.00025,8.72,88.348637,88.649762,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5327,Jammu and Kashmir ,RAJAURI,Other Cereals & Millets,478595,0.00025,8.72,88.348637,88.449012,98.78,109.438,109.22,109.35516,119.64875,131.028241,130.082121,139.7679,140.52
5328,Jammu and Kashmir ,SRINAGAR,Maize,1238530,0.00025,8.72,228.632638,229.234888,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5329,Jammu and Kashmir ,SRINAGAR,Rice,1238530,0.00125,8.72,1143.16319,1143.36394,1278.16,1414.25,1413.16,1413.8358,1548.1625,1687.89287,1683.16227,1814.3995,1818.16
5330,Jammu and Kashmir ,SRINAGAR,Wheat,1238530,0.00075,8.72,685.897914,686.098664,766.9,848.554,847.9,848.30548,928.8975,1012.735722,1009.897362,1088.6437,1090.9
5331,Jammu and Kashmir ,SRINAGAR,Linseed,1238530,0.00025,8.72,228.632638,229.234888,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5332,Jammu and Kashmir ,SRINAGAR,Rapeseed &Mustard,1238530,0.00025,8.72,228.632638,228.833388,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5333,Jammu and Kashmir ,SRINAGAR,other oilseeds,1238530,0.00025,8.72,228.632638,229.134513,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5334,Jammu and Kashmir ,SRINAGAR,Dry chillies,1238530,0.00025,8.72,228.632638,228.833388,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5335,Jammu and Kashmir ,SRINAGAR,Garlic,1238530,0.000375,8.72,342.948957,343.952707,383.45,424.277,423.95,424.15274,464.44875,506.367861,504.948681,544.32185,545.45
5336,Jammu and Kashmir ,SRINAGAR,Onion,1238530,0.001,8.72,914.530552,914.932052,1022.53,1131.402,1130.53,1131.07064,1238.53,1350.314296,1346.529816,1451.5216,1454.53
5337,Jammu and Kashmir ,SRINAGAR,Moong(Green Gram),1238530,0.00025,8.72,228.632638,229.234888,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5338,Jammu and Kashmir ,SRINAGAR,Urad,1238530,0.00025,8.72,228.632638,229.234888,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5339,Jammu and Kashmir ,SRINAGAR,Peas & beans (Pulses),1238530,0.001,8.72,914.530552,914.731302,1022.53,1131.402,1130.53,1131.07064,1238.53,1350.314296,1346.529816,1451.5216,1454.53
5340,Jammu and Kashmir ,SRINAGAR,Potato,1238530,0.001,8.72,914.530552,914.630927,1022.53,1131.402,1130.53,1131.07064,1238.53,1350.314296,1346.529816,1451.5216,1454.53
5341,Jammu and Kashmir ,SRINAGAR,Moth,1238530,0.00025,8.72,228.632638,229.034138,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5342,Jammu and Kashmir ,SRINAGAR,Other Kharif pulses,1238530,0.00025,8.72,228.632638,229.234888,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5343,Jammu and Kashmir ,SRINAGAR,Other  Rabi pulses,1238530,0.00025,8.72,228.632638,228.833388,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5344,Jammu and Kashmir ,SRINAGAR,Other Fresh Fruits,1238530,0.00025,8.72,228.632638,228.833388,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5345,Jammu and Kashmir ,SRINAGAR,Other Vegetables,1238530,0.00025,8.72,228.632638,228.833388,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5346,Jammu and Kashmir ,SRINAGAR,Redish,1238530,0.00025,8.72,228.632638,229.837138,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5347,Jammu and Kashmir ,SRINAGAR,Turnip,1238530,0.000125,8.72,114.316319,114.517069,127.82,141.429,141.32,141.38758,154.81625,168.789287,168.316227,181.44395,181.82
5348,Jammu and Kashmir ,SRINAGAR,Small millets,1238530,0.0005,8.72,457.265276,457.466026,511.27,565.706,565.27,565.54032,619.265,675.157148,673.264908,725.7558,727.26
5349,Jammu and Kashmir ,SRINAGAR,Barley,1238530,0.0005,8.72,457.265276,458.469776,511.27,565.706,565.27,565.54032,619.265,675.157148,673.264908,725.7558,727.26
5350,Jammu and Kashmir ,SRINAGAR,Other Cereals & Millets,1238530,0.00025,8.72,228.632638,228.833388,255.63,282.848,282.63,282.76516,309.6325,337.578574,336.632454,362.8779,363.63
5351,Jammu and Kashmir ,UDHAMPUR,Maize,738965,0.00025,8.72,136.412939,137.215939,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5352,Jammu and Kashmir ,UDHAMPUR,Rice,738965,0.00125,8.72,682.064695,682.265445,762.61,844.25,843.16,843.8358,923.70625,1008.984035,1004.253435,1081.0395,1084.8
5353,Jammu and Kashmir ,UDHAMPUR,Wheat,738965,0.00075,8.72,409.238817,410.041817,457.57,506.554,505.9,506.30548,554.22375,605.390421,602.552061,648.6237,650.88
5354,Jammu and Kashmir ,UDHAMPUR,Bajra,738965,0.000625,8.72,341.0323475,341.8353475,381.31,422.125,421.58,421.9179,461.853125,504.4920175,502.1267175,540.51975,542.4
5355,Jammu and Kashmir ,UDHAMPUR,Sesamum,738965,0.0015,8.72,818.477634,818.578009,915.13,1013.098,1011.79,1012.60096,1108.4475,1210.780842,1205.104122,1297.2474,1301.76
5356,Jammu and Kashmir ,UDHAMPUR,Barley,738965,0.0005,8.72,272.825878,273.428128,305.04,337.696,337.26,337.53032,369.4825,403.593614,401.701374,432.4158,433.92
5357,Jammu and Kashmir ,UDHAMPUR,Linseed,738965,0.00025,8.72,136.412939,136.613689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5358,Jammu and Kashmir ,UDHAMPUR,Rapeseed &Mustard,738965,0.00025,8.72,136.412939,136.613689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5359,Jammu and Kashmir ,UDHAMPUR,Sugarcane,738965,0.000125,8.72,68.2064695,68.7083445,76.26,84.429,84.32,84.38758,92.370625,100.8984035,100.4253435,108.10395,108.48
5360,Jammu and Kashmir ,UDHAMPUR,Dry ginger,738965,0.00025,8.72,136.412939,136.714064,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5361,Jammu and Kashmir ,UDHAMPUR,Dry chillies,738965,0.00025,8.72,136.412939,136.613689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5362,Jammu and Kashmir ,UDHAMPUR,Garlic,738965,0.000375,8.72,204.6194085,205.1212835,228.78,253.277,252.95,253.15274,277.111875,302.6952105,301.2760305,324.31185,325.44
5363,Jammu and Kashmir ,UDHAMPUR,Sannhamp,738965,0.000125,8.72,68.2064695,68.3068445,76.26,84.429,84.32,84.38758,92.370625,100.8984035,100.4253435,108.10395,108.48
5364,Jammu and Kashmir ,UDHAMPUR,Turmeric,738965,0.0001875,8.72,102.3097043,102.5104543,114.39,126.6335,126.47,126.57137,138.5559375,151.3476053,150.6380153,162.155925,162.72
5365,Jammu and Kashmir ,UDHAMPUR,Cotton(lint),738965,0.00025,8.72,136.412939,137.416689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5366,Jammu and Kashmir ,UDHAMPUR,Horse-gram,738965,0.00025,8.72,136.412939,136.814439,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5367,Jammu and Kashmir ,UDHAMPUR,Moong(Green Gram),738965,0.00025,8.72,136.412939,137.015189,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5368,Jammu and Kashmir ,UDHAMPUR,Urad,738965,0.00025,8.72,136.412939,136.613689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5369,Jammu and Kashmir ,UDHAMPUR,Peas & beans (Pulses),738965,0.001,8.72,545.651756,546.254006,610.09,675.402,674.53,675.07064,738.965,807.187228,803.402748,864.8316,867.84
5370,Jammu and Kashmir ,UDHAMPUR,Onion,738965,0.001,8.72,545.651756,545.752131,610.09,675.402,674.53,675.07064,738.965,807.187228,803.402748,864.8316,867.84
5371,Jammu and Kashmir ,UDHAMPUR,Potato,738965,0.001,8.72,545.651756,546.053256,610.09,675.402,674.53,675.07064,738.965,807.187228,803.402748,864.8316,867.84
5372,Jammu and Kashmir ,UDHAMPUR,Tobacco,738965,0.00015,8.72,81.8477634,82.0485134,91.51,101.3108,101.18,101.261096,110.84475,121.0780842,120.5104122,129.72874,130.18
5373,Jammu and Kashmir ,UDHAMPUR,Moth,738965,0.00025,8.72,136.412939,137.015189,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5374,Jammu and Kashmir ,UDHAMPUR,Other Kharif pulses,738965,0.00025,8.72,136.412939,136.613689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5375,Jammu and Kashmir ,UDHAMPUR,Masoor,738965,0.00025,8.72,136.412939,136.613689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5376,Jammu and Kashmir ,UDHAMPUR,Other Vegetables,738965,0.00025,8.72,136.412939,137.617439,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5377,Jammu and Kashmir ,UDHAMPUR,Other  Rabi pulses,738965,0.00025,8.72,136.412939,136.613689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5378,Jammu and Kashmir ,UDHAMPUR,other oilseeds,738965,0.00025,8.72,136.412939,137.215939,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5379,Jammu and Kashmir ,UDHAMPUR,Other Cereals & Millets,738965,0.00025,8.72,136.412939,136.613689,152.52,168.848,168.63,168.76516,184.74125,201.796807,200.850687,216.2079,216.96
5380,Jharkhand,BOKARO,Maize,1775961,0.00025,13.16,268.7028993,268.9036493,327.13,385.889,385.56,385.76398,443.99025,503.8472269,502.4193669,559.71495,560.85
5381,Jharkhand,BOKARO,Wheat,1775961,0.00075,13.16,806.1086979,806.9116979,981.4,1157.667,1156.68,1157.29194,1331.97075,1511.541681,1507.258101,1679.14485,1682.55
5382,Jharkhand,BOKARO,Rice,1775961,0.00125,13.16,1343.514497,1344.317497,1635.66,1929.455,1927.81,1928.8299,2219.95125,2519.236135,2512.096835,2798.56475,2804.24
5383,Jharkhand,BOKARO,Gram,1775961,0.00075,13.16,806.1086979,806.3094479,981.4,1157.667,1156.68,1157.29194,1331.97075,1511.541681,1507.258101,1679.14485,1682.55
5384,Jharkhand,BOKARO,Rapeseed &Mustard,1775961,0.00025,13.16,268.7028993,268.8032743,327.13,385.889,385.56,385.76398,443.99025,503.8472269,502.4193669,559.71495,560.85
5385,Jharkhand,BOKARO,Potato,1775961,0.001,13.16,1074.811597,1075.012347,1308.53,1543.556,1542.24,1543.05592,1775.961,2015.388908,2009.677468,2238.8498,2243.39
5386,Jharkhand,BOKARO,Ragi,1775961,0.000125,13.16,134.3514497,135.3551997,163.57,192.9445,192.78,192.88199,221.995125,251.9236135,251.2096835,279.852475,280.42
5387,Jharkhand,BOKARO,Arhar/Tur,1775961,0.0005,13.16,537.4057986,537.6065486,654.26,771.778,771.12,771.52796,887.9805,1007.694454,1004.838734,1119.4299,1121.7
5388,Jharkhand,BOKARO,Onion,1775961,0.001,13.16,1074.811597,1075.012347,1308.53,1543.556,1542.24,1543.05592,1775.961,2015.388908,2009.677468,2238.8498,2243.39
5389,Jharkhand,CHATRA,Maize,790680,0.00025,13.16,119.629884,119.830634,145.64,171.989,171.66,171.86398,197.67,225.111232,223.683372,248.56495,249.7
5390,Jharkhand,CHATRA,Arhar/Tur,790680,0.0005,13.16,239.259768,239.761643,291.29,343.968,343.31,343.71796,395.34,450.222464,447.366744,497.1199,499.39
5391,Jharkhand,CHATRA,Gram,790680,0.00075,13.16,358.889652,359.491902,436.93,515.957,514.97,515.58194,593.01,675.333696,671.050116,745.68485,749.09
5392,Jharkhand,CHATRA,Rapeseed &Mustard,790680,0.00025,13.16,119.629884,119.830634,145.64,171.989,171.66,171.86398,197.67,225.111232,223.683372,248.56495,249.7
5393,Jharkhand,CHATRA,Wheat,790680,0.00075,13.16,358.889652,359.893402,436.93,515.957,514.97,515.58194,593.01,675.333696,671.050116,745.68485,749.09
5394,Jharkhand,CHATRA,Rice,790680,0.00125,13.16,598.14942,598.55092,728.22,859.925,858.28,859.2999,988.35,1125.55616,1118.41686,1242.80475,1248.48
5395,Jharkhand,CHATRA,Potato,790680,0.001,13.16,478.519536,478.720286,582.57,687.946,686.63,687.44592,790.68,900.444928,894.733488,994.2498,998.79
5396,Jharkhand,CHATRA,Ragi,790680,0.000125,13.16,59.814942,60.417192,72.82,85.9945,85.83,85.93199,98.835,112.555616,111.841686,124.282475,124.85
5397,Jharkhand,CHATRA,Masoor,790680,0.00025,13.16,119.629884,119.830634,145.64,171.989,171.66,171.86398,197.67,225.111232,223.683372,248.56495,249.7
5398,Jharkhand,CHATRA,Onion,790680,0.001,13.16,478.519536,478.619911,582.57,687.946,686.63,687.44592,790.68,900.444928,894.733488,994.2498,998.79
5399,Jharkhand,CHATRA,Sugarcane,790680,0.000125,13.16,59.814942,60.216442,72.82,85.9945,85.83,85.93199,98.835,112.555616,111.841686,124.282475,124.85
5400,Jharkhand,DEOGHAR,Maize,1161370,0.00025,13.16,175.715281,176.317531,213.92,252.459,252.13,252.33398,290.3425,329.979433,328.551573,365.62495,366.76
5401,Jharkhand,DEOGHAR,Rice,1161370,0.00125,13.16,878.576405,878.777155,1069.62,1262.315,1260.67,1261.6899,1451.7125,1649.897165,1642.757865,1828.12475,1833.8
5402,Jharkhand,DEOGHAR,Wheat,1161370,0.00075,13.16,527.145843,527.346593,641.77,757.387,756.4,757.01194,871.0275,989.938299,985.654719,1096.87485,1100.28
5403,Jharkhand,DEOGHAR,Gram,1161370,0.00075,13.16,527.145843,528.350343,641.77,757.387,756.4,757.01194,871.0275,989.938299,985.654719,1096.87485,1100.28
5404,Jharkhand,DEOGHAR,Rapeseed &Mustard,1161370,0.00025,13.16,175.715281,176.518281,213.92,252.459,252.13,252.33398,290.3425,329.979433,328.551573,365.62495,366.76
5405,Jharkhand,DEOGHAR,Potato,1161370,0.001,13.16,702.861124,703.061874,855.7,1009.846,1008.53,1009.34592,1161.37,1319.917732,1314.206292,1462.4998,1467.04
5406,Jharkhand,DEOGHAR,Ragi,1161370,0.000125,13.16,87.8576405,88.0583905,106.96,126.2345,126.07,126.17199,145.17125,164.9897165,164.2757865,182.812475,183.38
5407,Jharkhand,DEOGHAR,Arhar/Tur,1161370,0.0005,13.16,351.430562,352.233562,427.85,504.928,504.27,504.67796,580.685,659.958866,657.103146,731.2499,733.52
5408,Jharkhand,DEOGHAR,Masoor,1161370,0.00025,13.16,175.715281,176.518281,213.92,252.459,252.13,252.33398,290.3425,329.979433,328.551573,365.62495,366.76
5409,Jharkhand,DEOGHAR,Onion,1161370,0.001,13.16,702.861124,702.961499,855.7,1009.846,1008.53,1009.34592,1161.37,1319.917732,1314.206292,1462.4998,1467.04
5410,Jharkhand,DHANBAD,Maize,2394434,0.00025,13.16,362.2778642,363.2816142,441.05,520.159,519.83,520.03398,598.6085,678.8132386,677.3853786,755.02495,756.16
5411,Jharkhand,DHANBAD,Wheat,2394434,0.00075,13.16,1086.833593,1086.933968,1323.16,1560.477,1559.49,1560.10194,1795.8255,2036.439716,2032.156136,2265.08485,2268.49
5412,Jharkhand,DHANBAD,Rice,2394434,0.00125,13.16,1811.389321,1811.590071,2205.27,2600.805,2599.16,2600.1799,2993.0425,3394.066193,3386.926893,3775.13475,3780.81
5413,Jharkhand,DHANBAD,Gram,2394434,0.00075,13.16,1086.833593,1087.034343,1323.16,1560.477,1559.49,1560.10194,1795.8255,2036.439716,2032.156136,2265.08485,2268.49
